,位置编号,1,2,3,4,index
81,1,1290,4550,4560,6300,608.0
82,1,1240,4550,4550,6310,636.0
83,1,1220,4550,4550,6310,640.0
84,1,1230,4550,4550,6310,644.0
85,1,1250,4550,4550,6310,648.0
86,1,1280,4560,4560,6310,660.0
87,1,1230,4560,4550,6310,664.0
88,1,1250,4550,4540,6300,676.0
89,1,1260,4550,4540,6300,680.0
90,1,1260,4550,4540,6310,684.0
91,1,1280,4550,4540,6310,688.0
92,1,1250,4540,4550,6300,708.0
93,1,1230,4540,4550,6290,712.0
94,1,1290,4540,4550,6290,716.0
95,1,1270,4540,4550,6280,720.0
96,1,1220,4550,4550,6290,728.0
97,1,1280,4550,4540,6300,744.0
98,1,770,5040,4540,6300,748.0
99,1,770,5000,4540,6290,752.0
100,1,760,5060,4540,6290,756.0
101,1,770,5030,4540,6290,760.0
102,1,770,5030,4550,6290,764.0
103,1,770,5070,4550,6290,768.0
104,1,760,5050,4550,6290,772.0
105,1,770,5030,4550,6300,780.0
106,1,780,5070,4550,6300,784.0
107,1,780,5030,4550,6300,788.0
108,1,770,5050,4550,6290,796.0
109,1,770,5010,4550,6290,800.0
110,1,760,5030,4550,6290,812.0
111,1,760,5010,4550,6290,820.0
112,1,760,5010,4550,6300,828.0
113,1,770,5010,4550,6280,836.0
114,1,750,5010,4550,6280,840.0
115,1,760,5020,4550,6290,860.0
116,1,770,5040,4550,6290,868.0
117,1,770,5020,4550,6290,872.0
118,1,770,5000,4550,6290,880.0
119,1,760,5030,4550,6300,888.0
120,1,760,5030,4550,6310,900.0
121,1,750,5010,4550,6310,904.0
122,1,750,5070,4550,6310,908.0
123,1,750,5030,4550,6310,912.0
124,1,760,5010,4550,6310,928.0
125,1,750,5030,4550,6300,932.0
126,1,750,5070,4550,6300,936.0
127,1,760,5050,4550,6300,944.0
128,1,740,5050,4550,6310,948.0
129,1,740,5050,4550,6300,968.0
130,1,770,5070,4550,6310,976.0
131,1,760,5050,4540,6310,980.0
132,1,760,5070,4540,6300,984.0
133,1,760,5070,4540,6290,988.0
134,1,750,5010,4550,6290,992.0
135,1,750,5070,4550,6290,1000.0
136,1,750,5050,4550,6300,1004.0
137,1,780,5030,4550,6310,1016.0
138,1,780,5000,4550,6310,1020.0
139,1,770,5000,4550,6300,1024.0
140,1,770,5020,4550,6300,1032.0
141,1,760,5020,4550,6300,1036.0
142,1,770,5030,4560,6280,1056.0
143,1,770,5010,4550,6300,1064.0
144,1,780,5050,4550,6300,1072.0
145,1,750,5010,4550,6300,1088.0
146,1,760,5070,4550,6300,1108.0
147,1,770,5010,4550,6310,1112.0
148,1,760,5050,4550,6310,1116.0
149,1,740,5030,4550,6310,1128.0
150,1,740,5070,4550,6310,1132.0
151,1,780,5070,4550,6290,1144.0
152,1,780,5010,4540,6290,1148.0
153,1,780,5010,4540,6300,1152.0
154,1,770,5010,4540,6300,1160.0
155,1,770,5070,4540,6290,1164.0
156,1,750,5050,4550,6290,1176.0
157,1,770,5050,4550,6300,1216.0
158,1,770,5070,4550,6300,1220.0
159,1,780,5010,4550,6300,1252.0
160,1,760,5070,4550,6310,1264.0
161,1,760,5060,4550,6310,1268.0
162,1,760,5020,4550,6310,1272.0
163,1,770,5020,4550,6310,1276.0
164,1,770,5040,4550,6310,1280.0
165,1,770,5040,4550,6300,1288.0
166,1,770,5030,4550,6310,1300.0
167,1,780,5070,4550,6310,1308.0
168,1,790,5070,4540,6310,1312.0
169,1,790,5030,4540,6310,1316.0
170,1,790,5010,4550,6310,1328.0
171,1,780,5030,4550,6290,1336.0
172,1,780,5010,4550,6280,1340.0
173,1,790,5010,4550,6280,1344.0
174,1,790,5030,4550,6290,1348.0
175,1,790,5050,4550,6300,1352.0
176,1,790,5010,4550,6290,1356.0
177,1,750,5030,4550,6290,1380.0
178,1,740,5010,4540,6300,1384.0
179,1,750,5050,4540,6310,1388.0
180,1,770,5070,4540,6310,1392.0
181,1,770,5010,4540,6310,1396.0
182,1,770,5050,4540,6310,1400.0
183,1,770,5050,4540,6300,1404.0
184,1,780,5050,4550,6310,1432.0
185,1,770,5050,4550,6310,1440.0
186,1,760,5070,4560,6310,1468.0
187,1,760,5030,4560,6300,1472.0
188,1,760,5070,4560,6300,1480.0
0,10,5060,6000,1290,3960,0.0
1,10,5060,6000,1300,3960,4.0
2,10,5080,6000,1290,3960,12.0
3,10,5040,6000,1290,3960,20.0
4,10,5060,6000,1290,3950,24.0
5,10,5080,6000,1290,3950,28.0
6,10,5080,6000,1300,3960,32.0
7,10,5100,6000,1300,3960,36.0
8,10,5080,6000,1300,3980,40.0
9,10,5030,6000,1310,3960,44.0
10,10,5040,6000,1310,3980,48.0
11,10,5100,6000,1310,3980,52.0
12,10,5060,6000,1310,3980,56.0
13,10,5060,6000,1320,3980,64.0
14,10,5030,5990,1310,3990,72.0
15,10,5040,5990,1320,3980,76.0
16,10,5060,5990,1320,3990,80.0
17,10,5050,5990,1310,3990,84.0
18,10,5050,5990,1310,3980,88.0
19,10,5080,5990,1320,3980,92.0
20,10,5100,5990,1310,3990,96.0
21,10,5080,5990,1300,3990,100.0
22,10,5030,5990,1300,3980,104.0
23,10,5050,5990,1300,3980,108.0
24,10,5090,5990,1300,3980,120.0
25,10,5090,5990,1300,3960,124.0
26,10,5040,5990,1300,3950,128.0
27,10,5060,5990,1300,3960,132.0
28,10,5100,5990,1300,3960,136.0
29,10,5080,5980,1310,3960,140.0
30,10,5100,5980,1300,3960,144.0
31,10,5100,5990,1290,3960,148.0
32,10,5120,5990,1290,3950,152.0
33,10,5080,5990,1290,3950,156.0
34,10,5040,5990,1300,3960,160.0
35,10,5100,6000,1300,3950,168.0
36,10,5100,5990,1290,3950,184.0
37,10,5100,6000,1290,3960,192.0
38,10,5040,6000,1290,3980,208.0
39,10,5100,6000,1290,3980,212.0
40,10,5060,6010,1290,3960,216.0
41,10,5070,6000,1300,3960,220.0
42,10,5050,6000,1310,3980,224.0
43,10,5070,6000,1310,3980,228.0
44,10,5040,6000,1300,3980,232.0
45,10,5020,6000,1300,3980,236.0
46,10,5030,6000,1300,3980,240.0
47,10,5090,6000,1300,3980,244.0
48,10,5070,5990,1310,3980,248.0
49,10,5040,5990,1300,3980,256.0
50,10,5060,5990,1300,3980,260.0
51,10,5100,5990,1300,3980,264.0
52,10,5040,5980,1300,3980,268.0
53,10,5100,5980,1310,3960,272.0
54,10,5100,5980,1300,3980,284.0
55,10,5120,5990,1290,3960,292.0
56,10,5090,5990,1300,3950,296.0
57,10,5130,6000,1300,3950,300.0
58,10,5070,6000,1290,3950,304.0
59,10,5080,5990,1290,3960,312.0
60,10,5040,5990,1290,3950,316.0
61,10,5060,5990,1300,3990,332.0
62,10,5080,5990,1300,3980,344.0
63,10,5060,5990,1290,3950,356.0
64,10,5060,5990,1310,3950,364.0
65,10,5060,6000,1310,3960,368.0
66,10,5060,6000,1300,3980,376.0
67,10,5120,6000,1300,3960,384.0
68,10,5060,6000,1300,3950,388.0
69,10,5040,6000,1300,3950,396.0
70,10,5100,5990,1310,3950,400.0
71,10,5060,5990,1300,3950,404.0
72,10,5100,6010,1310,3980,424.0
73,10,5080,5980,1300,3980,436.0
74,10,5060,5980,1290,3990,440.0
75,10,5080,5990,1290,3980,448.0
76,10,5100,5980,1290,3980,460.0
77,10,5060,5990,1290,3980,464.0
78,10,5040,5970,1310,3980,472.0
79,10,5060,5980,1300,3980,476.0
80,10,5060,5980,1300,3960,484.0
81,10,5080,5980,1290,3960,492.0
82,10,5100,5980,1290,3960,496.0
83,10,5030,5990,1280,3960,508.0
84,10,5050,5990,1280,3980,512.0
85,10,4580,6450,1290,3980,516.0
86,10,4600,6500,1300,3980,520.0
87,10,4610,6460,1300,3960,524.0
88,10,4610,6440,1300,3980,528.0
89,10,4610,6480,1300,3980,532.0
90,10,4610,6450,1300,3980,536.0
91,10,4600,6490,1300,3980,540.0
92,10,4600,6480,1300,3980,544.0
93,10,4600,6460,1300,3980,548.0
94,10,4600,6480,1290,3980,556.0
95,10,4600,6440,1290,3980,560.0
96,10,4580,6440,1290,3960,564.0
97,10,4580,6480,1300,3950,568.0
98,10,4580,6460,1300,3950,572.0
99,10,4580,6440,1300,3950,576.0
100,10,4580,6510,1300,3960,580.0
101,10,4580,6460,1300,3960,584.0
102,10,4580,6450,1300,3960,588.0
103,10,4580,6520,1300,3960,592.0
104,10,4580,6480,1300,3960,596.0
105,10,4600,6500,1300,3960,600.0
106,10,4600,6460,1300,3960,604.0
107,10,4600,6480,1300,3960,616.0
108,10,4580,6480,1310,3950,620.0
109,10,4580,6490,1310,3950,624.0
110,10,4580,6450,1310,3950,628.0
111,10,4580,6460,1310,3950,632.0
112,10,4580,6520,1310,3950,636.0
113,10,4600,6500,1300,3950,640.0
114,10,4580,6500,1300,3960,644.0
115,10,4600,6520,1300,3980,648.0
116,10,4580,6470,1300,3980,660.0
117,10,4600,6470,1300,3990,664.0
118,10,4580,6530,1310,3980,668.0
119,10,4580,6490,1300,3980,672.0
120,10,4580,6490,1300,3960,676.0
121,10,4600,6520,1300,3950,680.0
122,10,4600,6450,1300,3950,684.0
123,10,4580,6470,1300,3950,688.0
124,10,4570,6510,1300,3950,692.0
125,10,4570,6470,1290,3950,696.0
126,10,4570,6450,1280,3950,700.0
127,10,4580,6510,1280,3950,704.0
128,10,4580,6450,1280,3950,712.0
129,10,4570,6510,1290,3950,724.0
130,10,4570,6450,1290,3960,732.0
131,10,4580,6510,1290,3960,736.0
132,10,4580,6450,1300,3980,752.0
133,10,4600,6510,1290,3980,756.0
134,10,4580,6510,1290,3980,760.0
135,10,4580,6450,1280,3980,764.0
136,10,4570,6450,1280,3980,772.0
137,10,4570,6470,1290,3980,776.0
138,10,4580,6500,1290,3960,780.0
139,10,4580,6500,1300,3950,788.0
140,10,4580,6450,1300,3950,792.0
141,10,4580,6470,1290,3960,800.0
142,10,4580,6450,1290,3960,808.0
143,10,4580,6480,1290,3960,812.0
144,10,4600,6480,1290,3960,816.0
145,10,4600,6460,1290,3960,824.0
146,10,4600,6460,1290,3940,828.0
147,10,4600,6500,1290,3930,832.0
148,10,4580,6500,1280,3940,836.0
149,10,4580,6460,1280,3930,840.0
150,10,4580,6500,1290,3940,844.0
151,10,4580,6500,1290,3950,848.0
152,10,4580,6480,1290,3980,852.0
153,10,4580,6490,1290,3980,856.0
154,10,4570,6510,1280,3980,860.0
155,10,4580,6500,1290,3980,868.0
156,10,4600,6470,1290,3960,876.0
157,10,4610,6460,1290,3960,892.0
158,10,4600,6500,1290,3950,896.0
159,10,4600,6480,1290,3950,900.0
160,10,4620,6480,1290,3950,904.0
161,10,4620,6520,1290,3950,908.0
162,10,4620,6500,1280,3950,912.0
163,10,4610,6520,1280,3940,916.0
166,10,4600,6530,1290,3950,928.0
167,10,4600,6490,1290,3940,932.0
168,10,4600,6510,1290,3930,936.0
169,10,4600,6490,1290,3920,940.0
170,10,4580,6480,1300,3940,944.0
171,10,4580,6530,1300,3950,952.0
172,10,4580,6490,1290,3950,956.0
173,10,4580,6530,1290,3950,960.0
174,10,4570,6460,1300,3950,968.0
175,10,4570,6520,1300,3950,972.0
176,10,4580,6470,1310,3950,976.0
177,10,4580,6470,1300,3960,980.0
178,10,4600,6450,1300,3980,984.0
179,10,4580,6450,1290,3950,996.0
180,10,4580,6490,1280,3950,1004.0
181,10,4580,6450,1280,3940,1008.0
182,10,4580,6450,1290,3930,1012.0
183,10,4580,6470,1290,3920,1016.0
184,10,4580,6450,1290,3920,1020.0
185,10,4580,6490,1290,3930,1024.0
186,10,4580,6510,1290,3940,1028.0
187,10,4580,6470,1290,3940,1032.0
0,100,1510,3750,4690,5710,0.0
1,100,1520,3720,4680,5720,4.0
2,100,1530,3710,4690,5720,8.0
3,100,1510,3730,4690,5720,12.0
4,100,1500,3750,4690,5710,20.0
5,100,1510,3730,4680,5710,24.0
6,100,1510,3720,4680,5710,28.0
7,100,1520,3750,4680,5710,32.0
8,100,1530,3760,4690,5700,36.0
9,100,1520,3770,4690,5700,40.0
10,100,1510,3770,4690,5700,44.0
11,100,1510,3740,4690,5700,48.0
12,100,1510,3750,4690,5700,52.0
13,100,1510,3730,4680,5700,56.0
14,100,1510,3760,4680,5710,60.0
15,100,1510,3790,4680,5700,64.0
16,100,1510,3820,4680,5700,68.0
17,100,1510,3840,4670,5710,72.0
18,100,1500,3840,4670,5710,76.0
19,100,1510,3830,4680,5710,80.0
20,100,1520,3830,4680,5700,88.0
21,100,1520,3840,4680,5700,92.0
22,100,1520,3860,4680,5710,100.0
23,100,1510,3870,4680,5710,104.0
24,100,1510,3860,4680,5710,112.0
25,100,1510,3860,4680,5700,116.0
26,100,1510,3850,4680,5700,120.0
27,100,1510,3840,4680,5700,124.0
28,100,1500,3830,4680,5700,128.0
29,100,1510,3840,4680,5710,140.0
30,100,1510,3830,4680,5700,152.0
31,100,1500,3810,4680,5710,160.0
32,100,1500,3800,4680,5720,164.0
33,100,1500,3780,4680,5710,168.0
34,100,1500,3750,4680,5710,172.0
35,100,1490,3780,4670,5700,180.0
36,100,1490,3790,4670,5690,184.0
37,100,1500,3780,4670,5700,188.0
38,100,1500,3780,4660,5700,192.0
39,100,1500,3770,4670,5700,196.0
40,100,1500,3770,4680,5710,200.0
41,100,1510,3770,4680,5710,204.0
42,100,1520,3770,4670,5700,212.0
43,100,1520,3780,4670,5700,220.0
44,100,1520,3790,4670,5700,224.0
45,100,1510,3800,4670,5700,228.0
46,100,1520,3810,4680,5700,232.0
47,100,1510,3810,4680,5700,236.0
48,100,1500,3800,4680,5710,244.0
49,100,1510,3800,4680,5710,248.0
50,100,1520,3800,4680,5720,252.0
51,100,1510,3810,4680,5710,260.0
52,100,1510,3820,4680,5710,264.0
53,100,1510,3790,4670,5700,292.0
54,100,1510,3780,4670,5700,300.0
55,100,1510,3770,4660,5700,304.0
56,100,1510,3760,4660,5700,308.0
57,100,1510,3750,4660,5710,312.0
58,100,1510,3740,4660,5700,316.0
59,100,1510,3730,4670,5700,320.0
60,100,1510,3720,4670,5700,324.0
61,100,1510,3710,4670,5700,328.0
62,100,1510,3700,4670,5700,332.0
63,100,1510,3690,4670,5700,336.0
64,100,1510,3690,4680,5700,344.0
65,100,1510,3680,4690,5700,352.0
66,100,1510,3700,4680,5700,364.0
67,100,1510,3710,4680,5700,368.0
68,100,1510,3740,4680,5700,376.0
69,100,1510,3740,4680,5690,380.0
70,100,1500,3740,4680,5690,384.0
71,100,1500,3750,4680,5700,388.0
72,100,1510,3750,4680,5700,392.0
73,100,1500,3750,4670,5710,396.0
74,100,1510,3750,4680,5710,408.0
75,100,1500,3740,4680,5710,412.0
76,100,1490,3740,4680,5710,416.0
77,100,1500,3730,4680,5710,420.0
78,100,1500,3730,4680,5700,424.0
79,100,1510,3740,4680,5710,436.0
80,100,1510,3740,4680,5720,440.0
81,100,1500,3730,4690,5700,456.0
82,100,1510,3720,4680,5700,472.0
83,100,1500,3720,4680,5700,484.0
84,100,1520,3740,4680,5700,492.0
85,100,1520,3750,4680,5700,496.0
86,100,1510,3760,4680,5700,500.0
87,100,1520,3760,4680,5700,504.0
88,100,1520,3760,4680,5690,508.0
89,100,1520,3760,4670,5700,512.0
90,100,1520,3750,4670,5710,516.0
91,100,1520,3750,4670,5720,524.0
92,100,1530,3760,4680,5710,544.0
93,100,1530,3760,4680,5720,548.0
94,100,1520,3760,4680,5720,552.0
95,100,1500,3760,4680,5710,560.0
96,100,1500,3760,4680,5720,564.0
97,100,1500,3720,4680,5710,580.0
98,100,1500,3710,4680,5700,588.0
99,100,1510,3560,5350,5700,592.0
100,100,1510,3560,5290,5710,596.0
101,100,1510,3560,5230,5710,600.0
102,100,1510,3560,5190,5700,604.0
103,100,1510,3560,5110,5700,608.0
104,100,1510,3560,5060,5710,612.0
105,100,1510,3560,5010,5710,616.0
106,100,1510,3560,4970,5710,620.0
107,100,1510,3550,4960,5710,624.0
108,100,1510,3550,4950,5710,628.0
109,100,1510,3560,4930,5720,632.0
110,100,1510,3560,4930,5710,636.0
111,100,1510,3560,4930,5700,640.0
112,100,1510,3560,4910,5700,644.0
113,100,1520,3560,4890,5700,648.0
114,100,1520,3560,4870,5700,652.0
115,100,1520,3560,4860,5710,656.0
116,100,1520,3560,4850,5710,660.0
117,100,1530,3560,4840,5720,664.0
118,100,1520,3560,4820,5710,668.0
119,100,1520,3560,5090,5710,672.0
120,100,1520,3560,5000,5710,676.0
121,100,1510,3560,5030,5710,680.0
122,100,1510,3560,5140,5710,684.0
123,100,1510,3560,5040,5710,688.0
124,100,1510,3560,4980,5700,692.0
125,100,1510,3550,5190,5700,700.0
126,100,1510,3550,5080,5710,704.0
127,100,1520,3550,5020,5710,708.0
128,100,1530,3560,4970,5710,712.0
129,100,1520,3560,4940,5720,716.0
130,100,1510,3560,4910,5720,720.0
131,100,1510,3560,4880,5710,724.0
132,100,1510,3560,4850,5710,728.0
133,100,1520,3560,4860,5700,744.0
134,100,1510,3560,4880,5700,748.0
135,100,1510,3560,4890,5700,752.0
136,100,1520,3560,4910,5690,756.0
137,100,1520,3560,4920,5690,760.0
138,100,1520,3560,4930,5690,764.0
139,100,1520,3570,4920,5690,772.0
140,100,1510,3570,4890,5690,780.0
141,100,1510,3560,4910,5690,788.0
142,100,1510,3570,4910,5690,792.0
143,100,1510,3570,4910,5680,796.0
144,100,1520,3570,4910,5680,804.0
145,100,1520,3570,4890,5680,812.0
146,100,1510,3570,4890,5680,824.0
147,100,1520,3570,4890,5690,828.0
148,100,1520,3570,4890,5700,832.0
149,100,1530,3570,4910,5700,836.0
150,100,1520,3570,4910,5700,840.0
151,100,1510,3570,4910,5700,844.0
152,100,1500,3560,4910,5700,848.0
153,100,1500,3570,4910,5700,852.0
154,100,1510,3570,4890,5700,856.0
155,100,1520,3560,4880,5700,876.0
156,100,1510,3560,4870,5700,884.0
157,100,1510,3560,4840,5700,888.0
158,100,1510,3560,4830,5700,892.0
159,100,1520,3560,4820,5700,896.0
160,100,1510,3560,4810,5700,900.0
161,100,1500,3560,4790,5690,904.0
162,100,1510,3560,4790,5690,908.0
166,100,1520,3560,5240,5700,924.0
167,100,1520,3560,5130,5700,928.0
168,100,1520,3560,5040,5710,932.0
169,100,1500,3560,4990,5700,936.0
170,100,1500,3560,4970,5690,940.0
171,100,1510,3560,4970,5690,944.0
172,100,1520,3570,4960,5690,952.0
173,100,1520,3560,4970,5690,956.0
174,100,1520,3560,4980,5690,960.0
175,100,1520,3560,4940,5690,968.0
176,100,1530,3560,4910,5690,972.0
177,100,1530,3550,4880,5690,976.0
178,100,1530,3550,4860,5700,980.0
179,100,1530,3550,4860,5710,984.0
180,100,1520,3550,4840,5700,992.0
181,100,1520,3550,4840,5710,996.0
182,100,1510,3550,4840,5710,1000.0
183,100,1510,3560,4840,5710,1004.0
184,100,1520,3560,4830,5710,1008.0
185,100,1510,3560,4870,5710,1024.0
186,100,1510,3550,4850,5700,1028.0
187,100,1510,3560,4820,5710,1032.0
188,100,1520,3570,4810,5710,1036.0
189,100,1520,3570,4840,5710,1040.0
190,100,1520,3560,4840,5700,1044.0
191,100,1520,3560,4830,5700,1048.0
192,100,1520,3560,4800,5700,1052.0
193,100,1510,3560,4790,5700,1056.0
194,100,1520,3560,4790,5700,1060.0
195,100,1520,3550,4800,5700,1064.0
196,100,1510,3550,4810,5700,1068.0
197,100,1510,3550,4880,5700,1076.0
198,100,1510,3550,4910,5700,1080.0
199,100,1510,3560,4920,5710,1088.0
200,100,1520,3560,4930,5710,1092.0
201,100,1530,3560,4930,5710,1096.0
202,100,1530,3550,4940,5700,1100.0
203,100,1520,3550,4940,5690,1104.0
204,100,1510,3560,4930,5690,1108.0
205,100,1510,3560,4920,5690,1112.0
206,100,1500,3560,5060,5690,1124.0
207,100,1510,3560,5000,5690,1128.0
208,100,1510,3560,4960,5690,1132.0
209,100,1510,3560,4940,5690,1140.0
210,100,1500,3560,4940,5690,1144.0
211,100,1500,3560,4930,5690,1148.0
212,100,1520,3560,4940,5700,1156.0
213,100,1510,3560,4940,5710,1160.0
214,100,1500,3560,4930,5700,1164.0
215,100,1510,3550,4930,5700,1168.0
216,100,1510,3550,4920,5700,1172.0
217,100,1520,3550,4930,5690,1180.0
218,100,1520,3550,4920,5700,1192.0
219,100,1510,3550,4920,5710,1200.0
220,100,1500,3550,4920,5710,1204.0
221,100,1500,3550,4930,5700,1208.0
0,101,2000,3620,4230,5350,0.0
1,101,1960,3620,4240,5340,4.0
2,101,2010,3630,4230,5340,8.0
3,101,2010,3620,4230,5340,12.0
4,101,2030,3620,4230,5340,16.0
5,101,2030,3620,4230,5330,20.0
6,101,2030,3610,4230,5330,24.0
7,101,2020,3610,4240,5330,28.0
8,101,2030,3610,4250,5330,32.0
10,101,2160,3620,4250,5330,40.0
11,101,2070,3620,4240,5330,44.0
12,101,2130,3620,4240,5310,48.0
13,101,2190,3600,4250,5310,52.0
14,101,2190,3610,4240,5330,56.0
15,101,2190,3610,4240,5340,60.0
16,101,2160,3610,4240,5330,64.0
17,101,2150,3620,4240,5320,68.0
18,101,2280,3630,4240,5320,72.0
19,101,2240,3630,4240,5320,76.0
20,101,2200,3640,4230,5340,80.0
21,101,2170,3630,4240,5340,84.0
22,101,2140,3630,4230,5330,88.0
23,101,2120,3620,4250,5320,92.0
24,101,2080,3630,4240,5320,96.0
25,101,2080,3620,4250,5310,104.0
26,101,2080,3620,4240,5310,112.0
27,101,2080,3610,4250,5310,116.0
28,101,2080,3610,4240,5310,120.0
29,101,2060,3600,4240,5310,132.0
30,101,2060,3610,4240,5310,136.0
31,101,2090,3620,4240,5320,140.0
32,101,2130,3630,4240,5320,144.0
33,101,2150,3620,4230,5320,148.0
34,101,2180,3620,4250,5310,156.0
37,101,2290,3610,4230,5300,168.0
38,101,2300,3610,4230,5300,172.0
39,101,2270,3610,4220,5300,180.0
40,101,2250,3610,4240,5310,184.0
41,101,2240,3610,4240,5310,188.0
42,101,2220,3620,4230,5310,192.0
43,101,2210,3620,4230,5310,196.0
44,101,2260,3610,4230,5300,204.0
45,101,2250,3610,4230,5290,208.0
46,101,2200,3600,4240,5300,212.0
47,101,2160,3590,4240,5300,216.0
48,101,2140,3600,4240,5300,220.0
49,101,2130,3600,4230,5300,224.0
50,101,2110,3610,4220,5310,232.0
51,101,2070,3620,4230,5310,236.0
52,101,2060,3610,4230,5300,240.0
53,101,2050,3600,4230,5300,248.0
54,101,2050,3590,4230,5300,252.0
55,101,2040,3600,4230,5300,260.0
56,101,2040,3600,4240,5300,268.0
57,101,2060,3600,4240,5300,280.0
58,101,2060,3600,4230,5300,284.0
59,101,2060,3610,4240,5300,288.0
60,101,2090,3600,4230,5300,292.0
61,101,2080,3600,4230,5290,296.0
62,101,2070,3600,4240,5290,300.0
63,101,2060,3610,4230,5290,304.0
64,101,2080,3630,4220,5290,308.0
65,101,2120,3630,4230,5290,312.0
66,101,2090,3620,4230,5290,316.0
67,101,2130,3620,4230,5290,324.0
68,101,2150,3620,4240,5300,328.0
69,101,2160,3620,4240,5290,332.0
70,101,2160,3610,4240,5290,336.0
71,101,2160,3620,4250,5290,344.0
73,101,2150,3630,4250,5300,352.0
74,101,2120,3610,4240,5290,356.0
75,101,2090,3620,4240,5290,360.0
76,101,2140,3620,4230,5290,368.0
77,101,2140,3620,4230,5300,372.0
78,101,2130,3620,4230,5300,376.0
79,101,2130,3630,4230,5300,380.0
80,101,2120,3630,4250,5300,384.0
81,101,2090,3620,4240,5300,388.0
82,101,2070,3610,4230,5300,392.0
83,101,2070,3600,4230,5300,396.0
84,101,2050,3600,4240,5290,400.0
85,101,2040,3600,4250,5280,404.0
90,101,1990,3610,4240,5290,432.0
91,101,2000,3610,4240,5290,436.0
92,101,1990,3610,4240,5300,440.0
93,101,2000,3610,4230,5300,444.0
94,101,1990,3600,4230,5290,448.0
95,101,1990,3610,4230,5290,452.0
96,101,2000,3600,4220,5300,456.0
97,101,2000,3610,4220,5300,460.0
98,101,2010,3610,4230,5300,464.0
99,101,2020,3600,4240,5300,468.0
100,101,2020,3600,4230,5290,472.0
101,101,2020,3610,4240,5290,476.0
102,101,2030,3610,4240,5290,480.0
103,101,2050,3620,4250,5300,484.0
104,101,2050,3620,4240,5300,488.0
105,101,2060,3630,4230,5300,492.0
106,101,2080,3620,4230,5300,496.0
107,101,2090,3610,4240,5290,500.0
108,101,2120,3600,4230,5280,504.0
109,101,2120,3590,4230,5290,512.0
110,101,2110,3600,4230,5290,516.0
111,101,2090,3600,4230,5280,520.0
112,101,2080,3610,4240,5280,524.0
113,101,2050,3610,4230,5280,528.0
114,101,2050,3620,4240,5290,532.0
115,101,2050,3620,4250,5290,536.0
116,101,2040,3620,4250,5290,540.0
