,位置编号,1,2,3,4,index
16,10,4570,5990,1300,3960,124.0
17,10,4580,5990,1300,3950,128.0
18,10,4580,5990,1300,3960,132.0
19,10,4600,5980,1310,3960,140.0
20,10,4580,5980,1300,3960,144.0
21,10,4580,5990,1290,3960,148.0
22,10,4600,5990,1290,3950,152.0
23,10,4580,6000,1300,3950,168.0
24,10,4600,6000,1290,3950,188.0
25,10,4580,6000,1290,3980,208.0
26,10,4580,6010,1290,3960,216.0
27,10,4570,6000,1300,3960,220.0
28,10,4570,6000,1310,3980,224.0
29,10,4560,6000,1300,3980,232.0
30,10,4570,6000,1300,3980,240.0
31,10,4580,5990,1300,3980,256.0
32,10,4580,5980,1300,3980,268.0
33,10,4580,5980,1310,3960,272.0
34,10,4600,5990,1290,3960,292.0
35,10,4610,5990,1300,3950,296.0
36,10,4610,6000,1300,3950,300.0
37,10,4610,6000,1290,3950,304.0
38,10,4580,5990,1290,3950,316.0
39,10,4600,5990,1300,3980,336.0
40,10,4580,5990,1310,3950,364.0
41,10,4580,6000,1310,3960,368.0
42,10,4580,6010,1310,3980,424.0
43,10,4600,5980,1290,3990,440.0
44,10,4600,5990,1290,3980,448.0
45,10,4580,5980,1290,3980,460.0
46,10,4580,5990,1290,3980,464.0
47,10,4600,5980,1300,3980,468.0
48,10,4580,5970,1310,3980,472.0
49,10,4580,5980,1290,3960,492.0
50,10,4570,5990,1280,3960,508.0
51,10,4570,5990,1280,3980,512.0
52,10,4610,5980,1300,3960,524.0
53,10,4610,5980,1300,3980,528.0
54,10,4610,5990,1300,3980,536.0
55,10,4600,5980,1290,3980,556.0
56,10,4580,5980,1300,3950,568.0
57,10,4580,6000,1310,3950,620.0
58,10,4600,6000,1300,3950,640.0
59,10,4600,6000,1300,3980,648.0
60,10,4580,6010,1300,3980,660.0
61,10,4600,6010,1300,3990,664.0
62,10,4580,6010,1300,3960,676.0
63,10,4600,5990,1300,3950,684.0
64,10,4570,5990,1300,3950,692.0
65,10,4570,5990,1290,3950,696.0
66,10,4570,5990,1280,3950,700.0
67,10,4580,5990,1280,3950,704.0
68,10,4570,5990,1290,3960,732.0
69,10,4580,5990,1280,3980,764.0
70,10,4570,5990,1290,3980,776.0
71,10,4600,6000,1290,3940,828.0
72,10,4600,6000,1290,3930,832.0
73,10,4580,6000,1280,3940,836.0
74,10,4580,6000,1280,3930,840.0
75,10,4580,6000,1290,3940,844.0
76,10,4610,6000,1290,3960,892.0
77,10,4620,6000,1290,3950,904.0
78,10,4620,6000,1280,3950,912.0
79,10,4610,6000,1280,3940,916.0
80,10,4610,6000,1270,3940,920.0
81,10,4610,6000,1270,3950,924.0
82,10,4600,6010,1290,3950,928.0
83,10,4600,6010,1290,3940,932.0
84,10,4600,5990,1290,3930,936.0
85,10,4600,5990,1290,3920,940.0
86,10,4580,6000,1300,3940,944.0
87,10,4580,6010,1300,3950,952.0
88,10,4580,6010,1290,3950,956.0
89,10,4570,6000,1300,3950,968.0
90,10,4580,5990,1280,3940,1008.0
91,10,4580,5990,1290,3930,1012.0
92,10,4580,5990,1290,3920,1016.0
93,10,4580,5990,1290,3940,1028.0
0,100,1510,3550,4680,5710,0.0
1,100,1500,3560,4670,5700,8.0
2,100,1500,3570,4670,5710,12.0
3,100,1510,3550,4670,5710,16.0
4,100,1510,3560,4670,5710,20.0
5,100,1510,3550,4660,5700,24.0
6,100,1510,3540,4670,5700,28.0
7,100,1510,3540,4670,5710,32.0
8,100,1520,3560,4660,5710,36.0
9,100,1510,3530,4670,5700,48.0
10,100,1500,3530,4670,5710,52.0
11,100,1510,3540,4680,5710,56.0
12,100,1500,3540,4670,5710,60.0
13,100,1510,3580,4680,5700,68.0
14,100,1520,3580,4680,5700,72.0
15,100,1510,3570,4680,5710,76.0
16,100,1510,3540,4680,5700,84.0
17,100,1500,3560,4660,5700,92.0
18,100,1500,3550,4670,5700,100.0
19,100,1500,3550,4660,5700,104.0
20,100,1500,3570,4670,5690,108.0
21,100,1500,3570,4650,5680,112.0
22,100,1490,3570,4660,5700,116.0
23,100,1500,3550,4670,5710,120.0
24,100,1490,3540,4680,5720,128.0
25,100,1490,3550,4670,5720,132.0
26,100,1500,3540,4680,5710,140.0
27,100,1500,3560,4680,5700,144.0
28,100,1500,3570,4680,5700,156.0
29,100,1510,3570,4680,5700,160.0
30,100,1500,3570,4680,5720,168.0
31,100,1500,3580,4670,5720,176.0
32,100,1510,3580,4670,5720,180.0
33,100,1510,3580,4660,5720,188.0
34,100,1510,3560,4670,5720,192.0
35,100,1510,3570,4670,5720,200.0
36,100,1510,3560,4660,5710,204.0
37,100,1510,3560,4660,5700,208.0
38,100,1520,3550,4670,5700,216.0
39,100,1520,3550,4680,5700,220.0
40,100,1510,3550,4680,5700,236.0
41,100,1500,3560,4680,5690,268.0
42,100,1490,3550,4680,5690,272.0
43,100,1490,3550,4680,5700,276.0
44,100,1490,3560,4680,5710,280.0
45,100,1490,3570,4680,5720,284.0
46,100,1490,3590,4680,5720,288.0
47,100,1500,3590,4680,5720,292.0
48,100,1510,3580,4680,5710,296.0
49,100,1510,3560,4680,5710,304.0
50,100,1520,3540,4680,5710,332.0
51,100,1520,3540,4670,5720,336.0
52,100,1520,3540,4650,5710,340.0
53,100,1520,3550,4660,5710,344.0
54,100,1510,3550,4660,5710,352.0
55,100,1510,3530,4660,5700,360.0
56,100,1500,3540,4660,5700,364.0
57,100,1500,3570,4660,5700,368.0
58,100,1500,3580,4660,5700,372.0
59,100,1510,3580,4670,5700,376.0
60,100,1520,3570,4670,5700,380.0
61,100,1520,3570,4680,5700,384.0
62,100,1520,3590,4670,5700,388.0
63,100,1510,3570,4670,5700,396.0
64,100,1520,3580,4660,5700,400.0
65,100,1530,3560,4670,5700,404.0
66,100,1530,3560,4660,5700,408.0
67,100,1520,3560,4650,5710,412.0
68,100,1510,3540,4660,5710,420.0
69,100,1510,3580,4670,5710,428.0
70,100,1500,3600,4660,5710,432.0
71,100,1500,3590,4670,5700,436.0
72,100,1500,3580,4670,5710,440.0
73,100,1500,3600,4650,5710,444.0
74,100,1500,3590,4650,5720,448.0
75,100,1510,3560,4650,5720,456.0
76,100,1510,3570,4670,5710,460.0
77,100,1500,3570,4660,5720,464.0
78,100,1510,3560,4650,5710,468.0
79,100,1510,3550,4670,5700,480.0
80,100,1500,3540,4670,5700,496.0
81,100,1520,3550,4670,5710,516.0
82,100,1510,3540,4660,5700,524.0
83,100,1510,3570,4650,5700,532.0
84,100,1510,3560,4670,5700,536.0
85,100,1510,3570,4680,5690,564.0
86,100,1510,3550,4670,5690,568.0
87,100,1510,3540,4660,5690,572.0
88,100,1510,3550,4680,5720,592.0
89,100,1510,3540,4670,5720,596.0
90,100,1520,3560,4680,5720,600.0
91,100,1520,3570,4690,5720,604.0
92,100,1510,3570,4680,5720,608.0
93,100,1510,3580,4680,5720,612.0
94,100,1520,3570,4680,5720,616.0
95,100,1510,3570,4690,5720,620.0
96,100,1510,3570,4690,5710,624.0
97,100,1510,3560,4680,5700,636.0
98,100,1510,3590,4660,5700,648.0
99,100,1510,3560,4680,5720,676.0
100,100,1500,3560,4670,5720,680.0
101,100,1500,3570,4680,5710,684.0
102,100,1510,3590,4680,5720,704.0
103,100,1520,3580,4680,5720,708.0
104,100,1520,3590,4690,5710,712.0
105,100,1510,3600,4670,5690,720.0
106,100,1510,3590,4680,5690,724.0
107,100,1500,3600,4670,5700,728.0
108,100,1510,3600,4660,5710,732.0
109,100,1510,3600,4650,5710,736.0
110,100,1520,3590,4660,5710,740.0
111,100,1510,3590,4670,5700,744.0
112,100,1520,3570,4680,5710,780.0
113,100,1510,3600,4680,5710,792.0
114,100,1510,3600,4690,5710,800.0
115,100,1530,3580,4690,5710,804.0
116,100,1520,3580,4690,5710,808.0
117,100,1510,3560,4690,5700,812.0
118,100,1510,3590,4680,5700,816.0
119,100,1520,3600,4670,5700,820.0
120,100,1520,3580,4670,5690,824.0
121,100,1520,3600,4680,5690,828.0
122,100,1510,3600,4670,5700,832.0
123,100,1500,3590,4680,5710,836.0
124,100,1490,3590,4690,5700,840.0
125,100,1500,3600,4690,5700,844.0
126,100,1490,3600,4690,5690,848.0
127,100,1500,3580,4690,5690,852.0
128,100,1500,3580,4700,5700,856.0
129,100,1500,3570,4700,5710,864.0
130,100,1500,3570,4690,5710,868.0
131,100,1500,3570,4670,5700,876.0
132,100,1520,3580,4670,5700,880.0
133,100,1500,3580,4680,5700,884.0
134,100,1510,3570,4690,5700,888.0
135,100,1520,3570,4660,5700,916.0
0,101,1750,3600,4220,5320,0.0
1,101,1750,3590,4230,5330,4.0
2,101,1760,3590,4230,5320,8.0
3,101,1750,3590,4230,5320,12.0
4,101,1750,3600,4230,5320,16.0
5,101,1740,3600,4230,5320,20.0
6,101,1750,3620,4220,5330,24.0
7,101,1770,3620,4230,5320,28.0
8,101,1770,3620,4240,5320,32.0
9,101,1760,3610,4240,5320,36.0
10,101,1760,3600,4230,5330,44.0
11,101,1740,3600,4220,5320,48.0
12,101,1740,3590,4240,5320,52.0
13,101,1720,3590,4230,5320,56.0
14,101,1720,3590,4230,5330,60.0
15,101,1740,3600,4220,5330,64.0
16,101,1750,3600,4240,5330,72.0
17,101,1760,3600,4240,5320,76.0
18,101,1770,3610,4230,5330,84.0
19,101,1780,3610,4230,5320,88.0
20,101,1780,3610,4220,5320,92.0
21,101,1770,3610,4220,5320,96.0
22,101,1760,3600,4220,5330,100.0
23,101,1760,3600,4210,5320,104.0
24,101,1750,3610,4210,5310,108.0
25,101,1760,3600,4200,5310,116.0
26,101,1770,3600,4220,5310,120.0
27,101,1760,3600,4230,5300,124.0
28,101,1770,3590,4230,5300,128.0
29,101,1760,3590,4230,5290,132.0
30,101,1770,3610,4230,5290,136.0
31,101,1780,3610,4230,5290,140.0
32,101,1780,3610,4240,5290,144.0
33,101,1770,3600,4240,5290,148.0
34,101,1770,3600,4240,5300,152.0
35,101,1780,3600,4230,5300,156.0
36,101,1780,3610,4230,5310,160.0
37,101,1780,3610,4240,5310,164.0
38,101,1800,3610,4240,5320,168.0
39,101,1780,3610,4240,5320,172.0
40,101,1760,3620,4230,5320,176.0
41,101,1760,3620,4220,5320,180.0
42,101,1770,3610,4220,5330,184.0
43,101,1760,3610,4230,5330,196.0
44,101,1780,3600,4230,5320,200.0
45,101,1800,3600,4240,5320,208.0
46,101,1800,3600,4250,5320,212.0
47,101,1760,3600,4250,5310,216.0
48,101,1770,3600,4250,5310,220.0
49,101,1760,3600,4240,5310,224.0
50,101,1770,3600,4240,5310,228.0
51,101,1760,3610,4230,5310,232.0
52,101,1780,3600,4230,5310,240.0
53,101,1760,3600,4230,5310,244.0
54,101,1760,3620,4230,5310,248.0
55,101,1750,3610,4230,5310,252.0
56,101,1750,3600,4220,5310,256.0
57,101,1740,3590,4220,5320,260.0
58,101,1730,3590,4220,5310,264.0
59,101,1770,3600,4230,5320,272.0
60,101,1780,3600,4220,5320,276.0
61,101,1800,3600,4220,5320,280.0
62,101,1760,3600,4220,5320,292.0
63,101,1760,3600,4220,5310,296.0
64,101,1750,3600,4230,5310,300.0
65,101,1770,3610,4240,5300,312.0
66,101,1770,3610,4230,5300,316.0
67,101,1760,3610,4230,5300,320.0
68,101,1770,3610,4220,5310,324.0
69,101,1770,3620,4220,5320,328.0
70,101,1740,3620,4220,5320,332.0
71,101,1740,3610,4220,5320,336.0
72,101,1750,3610,4220,5320,344.0
73,101,1750,3610,4210,5320,348.0
74,101,1760,3610,4220,5320,360.0
75,101,1760,3610,4240,5330,380.0
76,101,1740,3620,4230,5320,384.0
77,101,1750,3610,4230,5320,388.0
78,101,1750,3620,4230,5320,392.0
79,101,1760,3620,4240,5300,404.0
80,101,1770,3620,4230,5300,408.0
81,101,1780,3620,4240,5300,412.0
82,101,1760,3620,4230,5300,416.0
83,101,1750,3620,4230,5300,420.0
84,101,1750,3630,4230,5300,424.0
85,101,1740,3620,4230,5310,428.0
86,101,1750,3620,4230,5310,432.0
87,101,1770,3610,4230,5310,456.0
88,101,1800,3620,4220,5330,464.0
89,101,1780,3620,4230,5330,468.0
90,101,1770,3630,4230,5320,504.0
91,101,1780,3620,4230,5320,508.0
92,101,1760,3610,4230,5320,532.0
93,101,1750,3620,4240,5320,536.0
94,101,1770,3620,4230,5310,540.0
95,101,1770,3620,4250,5310,544.0
96,101,1770,3610,4240,5310,548.0
97,101,1770,3600,4240,5330,552.0
98,101,1780,3600,4250,5310,568.0
99,101,1780,3610,4250,5320,576.0
100,101,1780,3610,4240,5330,580.0
101,101,1780,3610,4230,5330,584.0
102,101,1770,3610,4230,5320,588.0
103,101,1740,3620,4240,5320,600.0
104,101,1760,3610,4240,5310,616.0
105,101,1740,3610,4230,5310,624.0
106,101,1750,3600,4230,5300,652.0
107,101,1750,3620,4240,5310,664.0
108,101,1740,3610,4250,5310,672.0
109,101,1740,3600,4250,5310,676.0
110,101,1750,3610,4250,5310,680.0
111,101,1770,3610,4250,5320,684.0
112,101,1770,3610,4240,5320,688.0
113,101,1750,3600,4230,5330,692.0
114,101,1760,3590,4230,5330,700.0
115,101,1760,3600,4230,5320,704.0
116,101,1770,3590,4240,5320,708.0
117,101,1780,3590,4230,5320,712.0
118,101,1770,3590,4220,5320,716.0
119,101,1760,3610,4210,5310,724.0
120,101,1770,3610,4210,5310,728.0
121,101,1770,3620,4210,5310,732.0
122,101,1770,3630,4210,5310,736.0
123,101,1750,3630,4220,5310,740.0
124,101,1760,3630,4210,5320,744.0
125,101,1760,3620,4230,5330,752.0
126,101,1770,3620,4230,5330,756.0
127,101,1750,3610,4230,5300,772.0
128,101,1760,3600,4240,5330,812.0
129,101,1780,3620,4230,5340,824.0
130,101,1780,3630,4230,5350,828.0
131,101,1770,3620,4230,5340,832.0
132,101,1760,3620,4220,5340,836.0
133,101,1770,3620,4220,5330,840.0
134,101,1770,3600,4220,5330,864.0
135,101,1770,3600,4230,5330,884.0
136,101,1780,3600,4220,5310,940.0
137,101,1800,3610,4220,5310,944.0
138,101,1780,3590,4220,5330,960.0
139,101,1770,3590,4220,5330,964.0
140,101,1780,3580,4220,5320,968.0
141,101,1770,3590,4230,5320,972.0
142,101,1780,3600,4210,5320,980.0
143,101,1780,3590,4220,5320,984.0
144,101,1780,3600,4220,5330,988.0
145,101,1800,3600,4230,5320,992.0
146,101,1800,3610,4250,5320,1004.0
147,101,1800,3630,4250,5320,1012.0
148,101,1800,3630,4240,5320,1016.0
149,101,1800,3620,4230,5320,1024.0
150,101,1780,3620,4240,5320,1040.0
151,101,1760,3620,4240,5320,1044.0
152,101,1750,3630,4230,5320,1056.0
153,101,1760,3630,4230,5320,1060.0
154,101,1780,3610,4220,5310,1080.0
155,101,1800,3590,4220,5320,1096.0
156,101,1770,3600,4230,5310,1100.0
157,101,1770,3580,4230,5320,1112.0
158,101,1780,3620,4230,5310,1140.0
159,101,1760,3620,4240,5330,1172.0
0,102,2040,3800,3760,4960,0.0
1,102,2040,3810,3770,4970,4.0
2,102,2040,3800,3780,4970,8.0
3,102,2040,3800,3770,4970,12.0
4,102,2040,3790,3760,4980,16.0
5,102,2040,3800,3760,4980,20.0
6,102,2030,3810,3770,4960,28.0
7,102,2040,3810,3760,4960,32.0
8,102,2040,3790,3760,4970,40.0
9,102,2030,3790,3760,4970,44.0
10,102,2030,3800,3760,4970,48.0
11,102,2030,3790,3760,4960,52.0
12,102,2040,3790,3770,4960,56.0
13,102,2030,3800,3770,4940,60.0
14,102,2030,3800,3760,4940,64.0
15,102,2030,3810,3760,4940,68.0
16,102,2040,3820,3760,4950,72.0
17,102,2040,3810,3760,4950,80.0
18,102,2040,3810,3770,4950,84.0
19,102,2040,3800,3770,4960,88.0
20,102,2040,3800,3760,4970,104.0
21,102,2040,3800,3750,4960,124.0
22,102,2050,3800,3760,4960,136.0
23,102,2040,3800,3760,4950,140.0
24,102,2030,3800,3770,4950,144.0
25,102,2030,3790,3760,4950,148.0
26,102,2030,3800,3760,4960,152.0
27,102,2030,3800,3750,4960,164.0
28,102,2030,3800,3750,4970,168.0
29,102,2040,3810,3770,4960,176.0
30,102,2050,3800,3760,4940,184.0
31,102,2050,3810,3750,4960,188.0
32,102,2050,3800,3750,4950,192.0
33,102,2050,3800,3740,4950,200.0
34,102,2040,3800,3740,4940,204.0
35,102,2040,3800,3750,4940,208.0
36,102,2050,3790,3740,4940,216.0
37,102,2050,3790,3750,4940,220.0
38,102,2050,3790,3750,4950,224.0
39,102,2040,3790,3750,4940,228.0
40,102,2030,3790,3750,4950,236.0
41,102,2020,3790,3760,4940,244.0
42,102,2030,3790,3760,4930,248.0
43,102,2020,3790,3760,4930,252.0
44,102,2020,3790,3760,4950,260.0
45,102,2010,3780,3760,4950,268.0
46,102,2020,3770,3760,4950,272.0
47,102,2030,3770,3750,4950,276.0
48,102,2020,3780,3750,4960,280.0
49,102,2020,3790,3750,4950,284.0
50,102,2020,3780,3750,4950,288.0
51,102,2020,3790,3770,4950,296.0
52,102,2020,3800,3770,4960,304.0
53,102,2020,3810,3770,4970,308.0
54,102,2030,3810,3760,4970,312.0
55,102,2030,3810,3760,4960,316.0
56,102,2040,3810,3760,4970,320.0
57,102,2050,3800,3760,4950,340.0
58,102,2050,3800,3750,4960,348.0
59,102,2050,3800,3740,4960,352.0
60,102,2050,3800,3750,4970,360.0
61,102,2040,3810,3750,4960,372.0
62,102,2040,3810,3750,4950,376.0
63,102,2050,3810,3760,4970,408.0
64,102,2050,3800,3770,4950,416.0
65,102,2030,3800,3770,4960,436.0
66,102,2040,3790,3760,4960,448.0
67,102,2040,3790,3750,4970,456.0
68,102,2040,3800,3750,4970,460.0
69,102,2040,3800,3740,4960,488.0
70,102,2040,3810,3740,4960,496.0
71,102,2040,3800,3740,4950,500.0
72,102,2040,3790,3740,4960,508.0
73,102,2050,3790,3750,4960,512.0
74,102,2050,3780,3750,4960,520.0
75,102,2050,3810,3740,4950,536.0
76,102,2050,3820,3740,4950,540.0
77,102,2040,3790,3750,4960,556.0
78,102,2050,3800,3740,4970,564.0
79,102,2060,3800,3760,4970,576.0
80,102,2060,3800,3760,4960,580.0
81,102,2060,3790,3770,4960,596.0
82,102,2060,3790,3760,4960,600.0
83,102,2060,3800,3750,4950,636.0
84,102,2060,3800,3750,4960,640.0
85,102,2060,3790,3760,4950,644.0
86,102,2060,3800,3760,4950,652.0
87,102,2050,3810,3760,4950,664.0
88,102,2050,3800,3770,4940,668.0
89,102,2040,3800,3770,4950,692.0
90,102,2050,3800,3780,4950,696.0
91,102,2040,3800,3780,4950,700.0
92,102,2040,3790,3770,4950,720.0
93,102,2040,3790,3760,4950,724.0
94,102,2040,3800,3750,4950,744.0
95,102,2040,3800,3740,4970,756.0
96,102,2030,3800,3740,4950,776.0
97,102,2030,3800,3750,4950,780.0
98,102,2040,3790,3740,4950,800.0
99,102,2050,3790,3740,4950,808.0
100,102,2050,3790,3760,4950,816.0
101,102,2050,3790,3770,4950,820.0
102,102,2060,3790,3780,4940,828.0
103,102,2060,3780,3770,4940,832.0
104,102,2070,3780,3770,4950,836.0
105,102,2070,3790,3780,4960,840.0
106,102,2070,3800,3760,4960,844.0
107,102,2070,3810,3770,4950,848.0
108,102,2070,3800,3770,4950,852.0
109,102,2070,3800,3760,4950,856.0
110,102,2070,3790,3760,4950,864.0
111,102,2060,3790,3750,4960,872.0
112,102,2050,3790,3740,4960,876.0
113,102,2050,3780,3760,4960,888.0
114,102,2050,3790,3760,4960,900.0
115,102,2060,3800,3740,4950,944.0
116,102,2030,3790,3740,4960,972.0
117,102,2030,3790,3750,4960,976.0
118,102,2030,3790,3750,4970,1000.0
119,102,2040,3790,3750,4950,1024.0
120,102,2030,3780,3750,4970,1116.0
121,102,2020,3790,3750,4970,1124.0
122,102,2020,3800,3740,4970,1136.0
123,102,2020,3800,3760,4970,1148.0
124,102,2030,3790,3770,4960,1276.0
125,102,2040,3780,3770,4950,1284.0
126,102,2050,3810,3770,4960,1348.0
127,102,2040,3800,3730,4960,1404.0
128,102,2060,3800,3720,4960,1408.0
129,102,2070,3800,3730,4950,1412.0
130,102,2070,3800,3750,4950,1416.0
0,103,2450,4060,3280,4580,0.0
1,103,2460,4050,3280,4580,4.0
2,103,2470,4040,3280,4580,8.0
3,103,2470,4060,3270,4580,12.0
4,103,2480,4050,3270,4580,16.0
5,103,2470,4040,3270,4580,20.0
6,103,2470,4030,3270,4580,24.0
7,103,2470,4050,3270,4580,28.0
8,103,2460,4050,3270,4580,52.0
9,103,2460,4060,3270,4580,56.0
10,103,2460,4040,3270,4580,60.0
11,103,2460,4030,3280,4580,64.0
12,103,2470,4050,3290,4580,68.0
13,103,2460,4060,3280,4580,72.0
14,103,2460,4040,3290,4580,84.0
15,103,2460,4030,3290,4580,88.0
16,103,2460,4040,3280,4580,96.0
17,103,2470,4040,3290,4580,104.0
18,103,2480,4060,3280,4580,108.0
19,103,2470,4050,3280,4580,112.0
20,103,2470,4070,3280,4580,116.0
21,103,2480,4060,3270,4580,120.0
22,103,2450,4050,3280,4570,132.0
23,103,2450,4040,3290,4570,136.0
24,103,2460,4050,3290,4570,140.0
25,103,2450,4040,3280,4580,144.0
26,103,2470,4060,3290,4580,148.0
27,103,2470,4030,3280,4580,164.0
28,103,2480,4020,3280,4570,168.0
29,103,2480,4040,3290,4570,172.0
30,103,2490,4040,3290,4570,176.0
31,103,2480,4030,3280,4560,180.0
32,103,2470,4050,3280,4570,184.0
33,103,2470,4040,3270,4570,188.0
34,103,2470,4030,3270,4570,192.0
35,103,2460,4050,3270,4570,208.0
36,103,2450,4060,3270,4580,212.0
37,103,2440,4060,3270,4580,216.0
38,103,2450,4050,3280,4580,224.0
39,103,2460,4050,3280,4570,232.0
40,103,2460,4040,3280,4570,236.0
41,103,2460,4060,3290,4570,244.0
42,103,2460,4070,3280,4570,248.0
43,103,2450,4060,3270,4570,256.0
44,103,2460,4070,3270,4570,260.0
45,103,2460,4070,3280,4560,264.0
46,103,2460,4080,3280,4560,268.0
47,103,2460,4060,3280,4560,272.0
48,103,2460,4040,3280,4560,276.0
49,103,2460,4030,3290,4570,280.0
50,103,2450,4030,3300,4570,284.0
51,103,2450,4050,3300,4570,288.0
52,103,2460,4070,3290,4570,292.0
53,103,2460,4050,3300,4570,296.0
54,103,2460,4060,3300,4570,300.0
55,103,2470,4070,3290,4570,312.0
56,103,2470,4040,3280,4570,320.0
57,103,2470,4060,3280,4570,324.0
58,103,2480,4040,3270,4580,340.0
59,103,2480,4020,3270,4580,348.0
60,103,2460,4040,3280,4600,352.0
61,103,2460,4050,3270,4600,356.0
62,103,2460,4070,3280,4580,372.0
63,103,2470,4020,3270,4580,392.0
64,103,2470,4020,3280,4570,396.0
65,103,2470,4020,3290,4570,400.0
66,103,2470,4040,3290,4570,404.0
67,103,2480,4040,3300,4570,408.0
68,103,2500,4030,3300,4570,412.0
69,103,2490,4050,3290,4570,416.0
70,103,2480,4040,3280,4570,420.0
71,103,2490,4030,3280,4570,424.0
72,103,2460,4030,3270,4570,428.0
73,103,2460,4010,3270,4570,432.0
74,103,2470,4030,3280,4570,440.0
75,103,2460,4030,3280,4570,444.0
76,103,2470,4080,3290,4580,460.0
77,103,2450,4060,3290,4580,464.0
78,103,2450,4040,3290,4580,468.0
79,103,2450,4050,3290,4570,472.0
80,103,2450,4040,3300,4570,476.0
81,103,2460,4060,3280,4570,496.0
82,103,2470,4070,3280,4570,500.0
83,103,2470,4070,3270,4570,504.0
84,103,2450,4030,3290,4560,528.0
85,103,2450,4030,3290,4550,532.0
86,103,2460,4030,3290,4550,536.0
87,103,2460,4060,3290,4560,540.0
88,103,2450,4050,3280,4550,544.0
89,103,2460,4060,3290,4550,548.0
90,103,2470,4060,3290,4550,552.0
91,103,2470,4060,3280,4550,556.0
